timestamp,pod,cpu(millicores),memory(bytes),%cpu,num_pods
2025-04-15 21:21:25,nginx-basic-76dd66bf4f-kdcmv,3,15Mi,3.00,1
2025-04-15 21:21:36,nginx-basic-76dd66bf4f-kdcmv,1,15Mi,1.00,1
2025-04-15 21:21:46,nginx-basic-76dd66bf4f-kdcmv,1,15Mi,1.00,1
2025-04-15 21:21:56,nginx-basic-76dd66bf4f-kdcmv,2,15Mi,2.00,1
2025-04-15 21:22:06,nginx-basic-76dd66bf4f-kdcmv,4,15Mi,4.00,1
2025-04-15 21:22:16,nginx-basic-76dd66bf4f-kdcmv,4,15Mi,4.00,1
2025-04-15 21:22:26,nginx-basic-76dd66bf4f-kdcmv,6,16Mi,6.00,1
2025-04-15 21:22:36,nginx-basic-76dd66bf4f-kdcmv,8,16Mi,8.00,1
2025-04-15 21:22:46,nginx-basic-76dd66bf4f-kdcmv,8,16Mi,8.00,1
2025-04-15 21:22:56,nginx-basic-76dd66bf4f-kdcmv,10,16Mi,10.00,1
2025-04-15 21:23:07,nginx-basic-76dd66bf4f-kdcmv,13,16Mi,13.00,1
2025-04-15 21:23:17,nginx-basic-76dd66bf4f-kdcmv,13,16Mi,13.00,1
2025-04-15 21:23:27,nginx-basic-76dd66bf4f-kdcmv,14,16Mi,14.00,1
2025-04-15 21:23:37,nginx-basic-76dd66bf4f-kdcmv,16,16Mi,16.00,1
2025-04-15 21:23:47,nginx-basic-76dd66bf4f-kdcmv,18,16Mi,18.00,1
2025-04-15 21:23:57,nginx-basic-76dd66bf4f-kdcmv,18,16Mi,18.00,1
2025-04-15 21:24:07,nginx-basic-76dd66bf4f-kdcmv,21,16Mi,21.00,1
2025-04-15 21:24:17,nginx-basic-76dd66bf4f-kdcmv,25,16Mi,25.00,1
2025-04-15 21:24:27,nginx-basic-76dd66bf4f-kdcmv,25,16Mi,25.00,1
2025-04-15 21:24:38,nginx-basic-76dd66bf4f-kdcmv,29,16Mi,29.00,1
2025-04-15 21:24:48,nginx-basic-76dd66bf4f-kdcmv,31,16Mi,31.00,1
2025-04-15 21:24:58,nginx-basic-76dd66bf4f-kdcmv,31,16Mi,31.00,1
2025-04-15 21:25:08,nginx-basic-76dd66bf4f-kdcmv,35,16Mi,35.00,1
2025-04-15 21:25:18,nginx-basic-76dd66bf4f-kdcmv,36,16Mi,36.00,1
2025-04-15 21:25:28,nginx-basic-76dd66bf4f-kdcmv,36,16Mi,36.00,1
2025-04-15 21:25:38,nginx-basic-76dd66bf4f-kdcmv,40,16Mi,40.00,1
2025-04-15 21:25:48,nginx-basic-76dd66bf4f-kdcmv,45,16Mi,45.00,1
2025-04-15 21:25:58,nginx-basic-76dd66bf4f-kdcmv,45,16Mi,45.00,1
2025-04-15 21:26:09,nginx-basic-76dd66bf4f-kdcmv,49,16Mi,49.00,1
2025-04-15 21:26:19,nginx-basic-76dd66bf4f-kdcmv,53,16Mi,53.00,1
2025-04-15 21:26:29,nginx-basic-76dd66bf4f-kdcmv,53,16Mi,53.00,1
2025-04-15 21:26:39,nginx-basic-76dd66bf4f-kdcmv,60,17Mi,60.00,1
2025-04-15 21:26:49,nginx-basic-76dd66bf4f-kdcmv,65,16Mi,65.00,1
2025-04-15 21:26:59,nginx-basic-76dd66bf4f-kdcmv,65,16Mi,65.00,1
2025-04-15 21:27:09,nginx-basic-76dd66bf4f-kdcmv,67,16Mi,67.00,1
2025-04-15 21:27:19,nginx-basic-76dd66bf4f-kdcmv,71,16Mi,71.00,1
2025-04-15 21:27:29,nginx-basic-76dd66bf4f-kdcmv,71,16Mi,71.00,1
2025-04-15 21:27:39,nginx-basic-76dd66bf4f-kdcmv,78,16Mi,78.00,1
2025-04-15 21:27:50,nginx-basic-76dd66bf4f-kdcmv,58,16Mi,58.00,1
2025-04-15 21:28:00,nginx-basic-76dd66bf4f-kdcmv,58,16Mi,58.00,1
2025-04-15 21:28:10,nginx-basic-76dd66bf4f-kdcmv,19,16Mi,19.00,1
2025-04-15 21:28:20,nginx-basic-76dd66bf4f-kdcmv,0,16Mi,0,1
2025-04-15 21:28:30,nginx-basic-76dd66bf4f-kdcmv,0,16Mi,0,1
