timestamp,pod,cpu(millicores),memory(bytes),%cpu,num_pods
2025-04-23 05:08:39,nginx-basic-76dd66bf4f-z7qnn,1,15Mi,1.00,1
2025-04-23 05:08:49,nginx-basic-76dd66bf4f-z7qnn,1,15Mi,1.00,1
2025-04-23 05:09:00,nginx-basic-76dd66bf4f-z7qnn,1,15Mi,1.00,1
2025-04-23 05:09:10,nginx-basic-76dd66bf4f-z7qnn,1,15Mi,1.00,1
2025-04-23 05:09:20,nginx-basic-76dd66bf4f-z7qnn,1,15Mi,1.00,1
2025-04-23 05:09:30,nginx-basic-76dd66bf4f-z7qnn,1,15Mi,1.00,1
2025-04-23 05:09:40,nginx-basic-76dd66bf4f-z7qnn,1,15Mi,1.00,1
2025-04-23 05:09:50,nginx-basic-76dd66bf4f-z7qnn,4,15Mi,4.00,1
2025-04-23 05:10:01,nginx-basic-76dd66bf4f-z7qnn,4,15Mi,4.00,1
2025-04-23 05:10:11,nginx-basic-76dd66bf4f-z7qnn,9,16Mi,9.00,1
2025-04-23 05:10:21,nginx-basic-76dd66bf4f-z7qnn,14,16Mi,14.00,1
2025-04-23 05:10:31,nginx-basic-76dd66bf4f-z7qnn,14,16Mi,14.00,1
2025-04-23 05:10:41,nginx-basic-76dd66bf4f-z7qnn,19,16Mi,19.00,1
2025-04-23 05:10:51,nginx-basic-76dd66bf4f-z7qnn,23,16Mi,23.00,1
2025-04-23 05:11:01,nginx-basic-76dd66bf4f-z7qnn,23,16Mi,23.00,1
2025-04-23 05:11:12,nginx-basic-76dd66bf4f-z7qnn,27,16Mi,27.00,1
2025-04-23 05:11:22,nginx-basic-76dd66bf4f-z7qnn,31,16Mi,31.00,1
2025-04-23 05:11:32,nginx-basic-76dd66bf4f-z7qnn,31,16Mi,31.00,1
2025-04-23 05:11:42,nginx-basic-76dd66bf4f-z7qnn,37,16Mi,37.00,1
2025-04-23 05:11:52,nginx-basic-76dd66bf4f-z7qnn,40,16Mi,40.00,1
2025-04-23 05:12:02,nginx-basic-76dd66bf4f-z7qnn,40,16Mi,40.00,1
2025-04-23 05:12:12,nginx-basic-76dd66bf4f-z7qnn,46,16Mi,46.00,1
2025-04-23 05:12:22,nginx-basic-76dd66bf4f-z7qnn,51,17Mi,51.00,1
2025-04-23 05:12:33,nginx-basic-76dd66bf4f-z7qnn,51,17Mi,51.00,1
2025-04-23 05:12:43,nginx-basic-76dd66bf4f-z7qnn,55,16Mi,55.00,1
2025-04-23 05:12:53,nginx-basic-76dd66bf4f-z7qnn,60,16Mi,60.00,1
2025-04-23 05:13:03,nginx-basic-76dd66bf4f-z7qnn,60,16Mi,60.00,1
2025-04-23 05:13:13,nginx-basic-76dd66bf4f-z7qnn,65,16Mi,65.00,1
2025-04-23 05:13:23,nginx-basic-76dd66bf4f-z7qnn,71,16Mi,71.00,1
2025-04-23 05:13:33,nginx-basic-76dd66bf4f-z7qnn,71,16Mi,71.00,1
2025-04-23 05:13:43,nginx-basic-76dd66bf4f-z7qnn,71,16Mi,71.00,1
2025-04-23 05:13:53,nginx-basic-76dd66bf4f-z7qnn,78,17Mi,78.00,1
2025-04-23 05:14:04,nginx-basic-76dd66bf4f-z7qnn,78,17Mi,78.00,1
2025-04-23 05:14:14,nginx-basic-76dd66bf4f-z7qnn,81,16Mi,81.00,1
2025-04-23 05:14:24,nginx-basic-76dd66bf4f-z7qnn,87,16Mi,87.00,1
2025-04-23 05:14:34,nginx-basic-76dd66bf4f-z7qnn,87,16Mi,87.00,1
2025-04-23 05:14:44,nginx-basic-76dd66bf4f-z7qnn,91,16Mi,91.00,1
2025-04-23 05:14:54,nginx-basic-76dd66bf4f-z7qnn,91,17Mi,91.00,1
2025-04-23 05:15:04,nginx-basic-76dd66bf4f-z7qnn,91,17Mi,91.00,1
2025-04-23 05:15:14,nginx-basic-76dd66bf4f-z7qnn,98,16Mi,98.00,1
2025-04-23 05:15:24,nginx-basic-76dd66bf4f-z7qnn,109,17Mi,109.00,1
2025-04-23 05:15:35,nginx-basic-76dd66bf4f-z7qnn,109,17Mi,109.00,1
2025-04-23 05:15:45,nginx-basic-76dd66bf4f-z7qnn,112,17Mi,112.00,2
2025-04-23 05:15:55,nginx-basic-76dd66bf4f-z7qnn,99,17Mi,99.00,2
2025-04-23 05:16:05,nginx-basic-76dd66bf4f-m995p,0,15Mi,0,2
2025-04-23 05:16:05,nginx-basic-76dd66bf4f-z7qnn,69,17Mi,69.00,2
2025-04-23 05:16:15,nginx-basic-76dd66bf4f-m995p,0,15Mi,0,2
2025-04-23 05:16:15,nginx-basic-76dd66bf4f-z7qnn,69,17Mi,69.00,2
2025-04-23 05:16:25,nginx-basic-76dd66bf4f-m995p,0,15Mi,0,2
2025-04-23 05:16:25,nginx-basic-76dd66bf4f-z7qnn,41,16Mi,41.00,2
2025-04-23 05:16:36,nginx-basic-76dd66bf4f-m995p,0,15Mi,0,2
2025-04-23 05:16:36,nginx-basic-76dd66bf4f-z7qnn,14,16Mi,14.00,2
2025-04-23 05:16:46,nginx-basic-76dd66bf4f-m995p,0,15Mi,0,2
2025-04-23 05:16:46,nginx-basic-76dd66bf4f-z7qnn,14,16Mi,14.00,2
2025-04-23 05:16:56,nginx-basic-76dd66bf4f-m995p,0,15Mi,0,2
2025-04-23 05:16:56,nginx-basic-76dd66bf4f-z7qnn,1,16Mi,1.00,2
2025-04-23 05:17:06,nginx-basic-76dd66bf4f-m995p,0,15Mi,0,2
2025-04-23 05:17:06,nginx-basic-76dd66bf4f-z7qnn,0,16Mi,0,2
