timestamp,pod,cpu(millicores),memory(bytes),%cpu,num_pods
2025-04-22 17:07:55,nginx-basic-76dd66bf4f-cs7nq,2,15Mi,2.00,1
2025-04-22 17:08:05,nginx-basic-76dd66bf4f-cs7nq,1,15Mi,1.00,1
2025-04-22 17:08:16,nginx-basic-76dd66bf4f-cs7nq,1,15Mi,1.00,1
2025-04-22 17:08:26,nginx-basic-76dd66bf4f-cs7nq,1,15Mi,1.00,1
2025-04-22 17:08:36,nginx-basic-76dd66bf4f-cs7nq,2,15Mi,2.00,1
2025-04-22 17:08:46,nginx-basic-76dd66bf4f-cs7nq,2,15Mi,2.00,1
2025-04-22 17:08:56,nginx-basic-76dd66bf4f-cs7nq,2,15Mi,2.00,1
2025-04-22 17:09:06,nginx-basic-76dd66bf4f-cs7nq,2,15Mi,2.00,1
2025-04-22 17:09:16,nginx-basic-76dd66bf4f-cs7nq,2,15Mi,2.00,1
2025-04-22 17:09:26,nginx-basic-76dd66bf4f-cs7nq,3,15Mi,3.00,1
2025-04-22 17:09:36,nginx-basic-76dd66bf4f-cs7nq,3,15Mi,3.00,1
2025-04-22 17:09:47,nginx-basic-76dd66bf4f-cs7nq,3,15Mi,3.00,1
2025-04-22 17:09:57,nginx-basic-76dd66bf4f-cs7nq,4,16Mi,4.00,1
2025-04-22 17:10:07,nginx-basic-76dd66bf4f-cs7nq,4,15Mi,4.00,1
2025-04-22 17:10:17,nginx-basic-76dd66bf4f-cs7nq,4,15Mi,4.00,1
2025-04-22 17:10:27,nginx-basic-76dd66bf4f-cs7nq,4,16Mi,4.00,1
2025-04-22 17:10:37,nginx-basic-76dd66bf4f-cs7nq,5,15Mi,5.00,1
2025-04-22 17:10:47,nginx-basic-76dd66bf4f-cs7nq,5,15Mi,5.00,1
2025-04-22 17:10:57,nginx-basic-76dd66bf4f-cs7nq,5,15Mi,5.00,1
2025-04-22 17:11:08,nginx-basic-76dd66bf4f-cs7nq,5,15Mi,5.00,1
2025-04-22 17:11:18,nginx-basic-76dd66bf4f-cs7nq,5,15Mi,5.00,1
2025-04-22 17:11:28,nginx-basic-76dd66bf4f-cs7nq,6,15Mi,6.00,2
2025-04-22 17:11:38,nginx-basic-76dd66bf4f-cs7nq,6,15Mi,6.00,2
2025-04-22 17:11:38,nginx-basic-76dd66bf4f-k8xbs,3,15Mi,3.00,2
2025-04-22 17:11:48,nginx-basic-76dd66bf4f-cs7nq,6,15Mi,6.00,2
2025-04-22 17:11:48,nginx-basic-76dd66bf4f-k8xbs,3,15Mi,3.00,2
2025-04-22 17:11:58,nginx-basic-76dd66bf4f-cs7nq,6,15Mi,6.00,2
2025-04-22 17:11:58,nginx-basic-76dd66bf4f-k8xbs,1,15Mi,1.00,2
2025-04-22 17:12:08,nginx-basic-76dd66bf4f-cs7nq,6,15Mi,6.00,2
2025-04-22 17:12:08,nginx-basic-76dd66bf4f-k8xbs,1,15Mi,1.00,2
2025-04-22 17:12:19,nginx-basic-76dd66bf4f-cs7nq,6,15Mi,6.00,2
2025-04-22 17:12:19,nginx-basic-76dd66bf4f-k8xbs,1,15Mi,1.00,2
2025-04-22 17:12:29,nginx-basic-76dd66bf4f-cs7nq,6,15Mi,6.00,2
2025-04-22 17:12:29,nginx-basic-76dd66bf4f-k8xbs,1,15Mi,1.00,2
2025-04-22 17:12:39,nginx-basic-76dd66bf4f-cs7nq,6,16Mi,6.00,2
2025-04-22 17:12:39,nginx-basic-76dd66bf4f-k8xbs,1,15Mi,1.00,2
2025-04-22 17:12:49,nginx-basic-76dd66bf4f-cs7nq,6,16Mi,6.00,2
2025-04-22 17:12:49,nginx-basic-76dd66bf4f-k8xbs,1,15Mi,1.00,2
2025-04-22 17:12:59,nginx-basic-76dd66bf4f-cs7nq,6,15Mi,6.00,2
2025-04-22 17:12:59,nginx-basic-76dd66bf4f-k8xbs,1,15Mi,1.00,2
2025-04-22 17:13:09,nginx-basic-76dd66bf4f-cs7nq,7,15Mi,7.00,2
2025-04-22 17:13:09,nginx-basic-76dd66bf4f-k8xbs,1,15Mi,1.00,2
2025-04-22 17:13:19,nginx-basic-76dd66bf4f-cs7nq,7,15Mi,7.00,2
