timestamp,pod,cpu(millicores),memory(bytes),%cpu,num_pods
2025-04-15 23:30:39,nginx-basic-76dd66bf4f-nh6nl,3,15Mi,3.00,1
2025-04-15 23:30:49,nginx-basic-76dd66bf4f-nh6nl,1,15Mi,1.00,1
2025-04-15 23:30:59,nginx-basic-76dd66bf4f-nh6nl,1,15Mi,1.00,1
2025-04-15 23:31:09,nginx-basic-76dd66bf4f-nh6nl,1,15Mi,1.00,1
2025-04-15 23:31:19,nginx-basic-76dd66bf4f-nh6nl,1,15Mi,1.00,1
2025-04-15 23:31:29,nginx-basic-76dd66bf4f-nh6nl,1,15Mi,1.00,1
2025-04-15 23:31:39,nginx-basic-76dd66bf4f-nh6nl,1,15Mi,1.00,1
2025-04-15 23:31:50,nginx-basic-76dd66bf4f-nh6nl,1,15Mi,1.00,1
2025-04-15 23:32:00,nginx-basic-76dd66bf4f-nh6nl,1,15Mi,1.00,1
2025-04-15 23:32:10,nginx-basic-76dd66bf4f-nh6nl,4,15Mi,4.00,1
2025-04-15 23:32:20,nginx-basic-76dd66bf4f-nh6nl,10,16Mi,10.00,2
2025-04-15 23:32:30,nginx-basic-76dd66bf4f-nh6nl,10,16Mi,10.00,2
2025-04-15 23:32:40,nginx-basic-76dd66bf4f-lfn2q,3,15Mi,3.00,4
2025-04-15 23:32:40,nginx-basic-76dd66bf4f-nh6nl,13,16Mi,13.00,4
2025-04-15 23:32:50,nginx-basic-76dd66bf4f-dn445,3,15Mi,3.00,4
2025-04-15 23:32:50,nginx-basic-76dd66bf4f-lfn2q,2,15Mi,2.00,4
2025-04-15 23:32:50,nginx-basic-76dd66bf4f-nh6nl,15,16Mi,15.00,4
2025-04-15 23:32:50,nginx-basic-76dd66bf4f-whhk4,4,15Mi,4.00,4
2025-04-15 23:33:01,nginx-basic-76dd66bf4f-dn445,3,15Mi,3.00,4
2025-04-15 23:33:01,nginx-basic-76dd66bf4f-lfn2q,2,15Mi,2.00,4
2025-04-15 23:33:01,nginx-basic-76dd66bf4f-nh6nl,15,16Mi,15.00,4
2025-04-15 23:33:01,nginx-basic-76dd66bf4f-whhk4,4,15Mi,4.00,4
2025-04-15 23:33:11,nginx-basic-76dd66bf4f-dn445,3,15Mi,3.00,5
2025-04-15 23:33:11,nginx-basic-76dd66bf4f-lfn2q,3,15Mi,3.00,5
2025-04-15 23:33:11,nginx-basic-76dd66bf4f-nh6nl,16,16Mi,16.00,5
2025-04-15 23:33:11,nginx-basic-76dd66bf4f-whhk4,3,15Mi,3.00,5
2025-04-15 23:33:21,nginx-basic-76dd66bf4f-dn445,4,16Mi,4.00,5
2025-04-15 23:33:21,nginx-basic-76dd66bf4f-j7dz6,3,15Mi,3.00,5
2025-04-15 23:33:21,nginx-basic-76dd66bf4f-lfn2q,4,15Mi,4.00,5
2025-04-15 23:33:21,nginx-basic-76dd66bf4f-nh6nl,17,16Mi,17.00,5
2025-04-15 23:33:21,nginx-basic-76dd66bf4f-whhk4,4,15Mi,4.00,5
2025-04-15 23:33:31,nginx-basic-76dd66bf4f-dn445,4,16Mi,4.00,5
2025-04-15 23:33:31,nginx-basic-76dd66bf4f-j7dz6,3,15Mi,3.00,5
2025-04-15 23:33:31,nginx-basic-76dd66bf4f-lfn2q,4,15Mi,4.00,5
2025-04-15 23:33:31,nginx-basic-76dd66bf4f-nh6nl,17,16Mi,17.00,5
2025-04-15 23:33:31,nginx-basic-76dd66bf4f-whhk4,4,15Mi,4.00,5
2025-04-15 23:33:41,nginx-basic-76dd66bf4f-dn445,5,15Mi,5.00,5
2025-04-15 23:33:41,nginx-basic-76dd66bf4f-j7dz6,2,15Mi,2.00,5
2025-04-15 23:33:41,nginx-basic-76dd66bf4f-lfn2q,6,15Mi,6.00,5
2025-04-15 23:33:41,nginx-basic-76dd66bf4f-nh6nl,18,16Mi,18.00,5
2025-04-15 23:33:41,nginx-basic-76dd66bf4f-whhk4,4,15Mi,4.00,5
2025-04-15 23:33:52,nginx-basic-76dd66bf4f-dn445,7,15Mi,7.00,5
2025-04-15 23:33:52,nginx-basic-76dd66bf4f-j7dz6,3,15Mi,3.00,5
2025-04-15 23:33:52,nginx-basic-76dd66bf4f-lfn2q,7,15Mi,7.00,5
2025-04-15 23:33:52,nginx-basic-76dd66bf4f-nh6nl,19,16Mi,19.00,5
2025-04-15 23:33:52,nginx-basic-76dd66bf4f-whhk4,5,15Mi,5.00,5
2025-04-15 23:34:02,nginx-basic-76dd66bf4f-dn445,7,16Mi,7.00,5
