timestamp,pod,cpu(millicores),memory(bytes),%cpu,num_pods
2025-04-29 11:20:57,flask-app-5d97448cb7-hc99k,1,19Mi,0,1
2025-04-29 11:21:07,flask-app-5d97448cb7-hc99k,1,19Mi,0,1
2025-04-29 11:21:17,flask-app-5d97448cb7-hc99k,1,19Mi,0,1
2025-04-29 11:21:27,flask-app-5d97448cb7-hc99k,66,20Mi,6.00,1
2025-04-29 11:21:37,flask-app-5d97448cb7-hc99k,168,20Mi,16.00,1
2025-04-29 11:21:48,flask-app-5d97448cb7-hc99k,168,20Mi,16.00,1
2025-04-29 11:21:58,flask-app-5d97448cb7-hc99k,200,20Mi,20.00,1
2025-04-29 11:22:08,flask-app-5d97448cb7-hc99k,209,20Mi,20.00,1
2025-04-29 11:22:18,flask-app-5d97448cb7-hc99k,213,20Mi,21.00,1
2025-04-29 11:22:28,flask-app-5d97448cb7-hc99k,213,20Mi,21.00,1
2025-04-29 11:22:38,flask-app-5d97448cb7-hc99k,208,20Mi,20.00,1
2025-04-29 11:22:48,flask-app-5d97448cb7-hc99k,229,21Mi,22.00,1
2025-04-29 11:22:58,flask-app-5d97448cb7-hc99k,229,21Mi,22.00,1
2025-04-29 11:23:08,flask-app-5d97448cb7-hc99k,240,21Mi,24.00,1
2025-04-29 11:23:19,flask-app-5d97448cb7-hc99k,246,21Mi,24.00,1
2025-04-29 11:23:29,flask-app-5d97448cb7-hc99k,246,21Mi,24.00,1
2025-04-29 11:23:39,flask-app-5d97448cb7-hc99k,256,21Mi,25.00,1
2025-04-29 11:23:49,flask-app-5d97448cb7-hc99k,292,21Mi,29.00,1
2025-04-29 11:23:59,flask-app-5d97448cb7-hc99k,292,21Mi,29.00,1
2025-04-29 11:24:09,flask-app-5d97448cb7-hc99k,294,21Mi,29.00,1
2025-04-29 11:24:19,flask-app-5d97448cb7-hc99k,331,21Mi,33.00,1
2025-04-29 11:24:29,flask-app-5d97448cb7-hc99k,331,21Mi,33.00,1
2025-04-29 11:24:39,flask-app-5d97448cb7-hc99k,317,21Mi,31.00,1
2025-04-29 11:24:50,flask-app-5d97448cb7-hc99k,336,21Mi,33.00,1
2025-04-29 11:25:00,flask-app-5d97448cb7-hc99k,336,21Mi,33.00,1
2025-04-29 11:25:10,flask-app-5d97448cb7-hc99k,354,21Mi,35.00,1
2025-04-29 11:25:20,flask-app-5d97448cb7-hc99k,334,21Mi,33.00,1
2025-04-29 11:25:30,flask-app-5d97448cb7-hc99k,334,21Mi,33.00,1
2025-04-29 11:25:40,flask-app-5d97448cb7-hc99k,304,21Mi,30.00,1
2025-04-29 11:25:50,flask-app-5d97448cb7-hc99k,274,21Mi,27.00,1
2025-04-29 11:26:00,flask-app-5d97448cb7-hc99k,274,21Mi,27.00,1
2025-04-29 11:26:11,flask-app-5d97448cb7-hc99k,238,21Mi,23.00,1
2025-04-29 11:26:21,flask-app-5d97448cb7-hc99k,213,21Mi,21.00,1
2025-04-29 11:26:31,flask-app-5d97448cb7-hc99k,213,21Mi,21.00,1
2025-04-29 11:26:41,flask-app-5d97448cb7-hc99k,191,21Mi,19.00,1
2025-04-29 11:26:51,flask-app-5d97448cb7-hc99k,162,21Mi,16.00,1
2025-04-29 11:27:01,flask-app-5d97448cb7-hc99k,162,21Mi,16.00,1
2025-04-29 11:27:11,flask-app-5d97448cb7-hc99k,132,21Mi,13.00,1
2025-04-29 11:27:21,flask-app-5d97448cb7-hc99k,102,21Mi,10.00,1
2025-04-29 11:27:32,flask-app-5d97448cb7-hc99k,102,21Mi,10.00,1
2025-04-29 11:27:42,flask-app-5d97448cb7-hc99k,77,21Mi,7.00,1
2025-04-29 11:27:52,flask-app-5d97448cb7-hc99k,57,21Mi,5.00,1
2025-04-29 11:28:02,flask-app-5d97448cb7-hc99k,57,21Mi,5.00,1
2025-04-29 11:28:12,flask-app-5d97448cb7-hc99k,24,21Mi,2.00,1
2025-04-29 11:28:22,flask-app-5d97448cb7-hc99k,1,21Mi,0,1
2025-04-29 11:28:32,flask-app-5d97448cb7-hc99k,1,21Mi,0,1
