timestamp,pod,cpu(millicores),memory(bytes),%cpu,num_pods
2025-04-16 02:09:18,nginx-basic-76dd66bf4f-ksjnc,0,15Mi,0,1
2025-04-16 02:09:29,nginx-basic-76dd66bf4f-ksjnc,0,15Mi,0,1
2025-04-16 02:09:39,nginx-basic-76dd66bf4f-ksjnc,1,15Mi,1.00,1
2025-04-16 02:09:49,nginx-basic-76dd66bf4f-ksjnc,1,15Mi,1.00,1
2025-04-16 02:09:59,nginx-basic-76dd66bf4f-ksjnc,1,15Mi,1.00,1
2025-04-16 02:10:09,nginx-basic-76dd66bf4f-ksjnc,2,15Mi,2.00,1
2025-04-16 02:10:19,nginx-basic-76dd66bf4f-ksjnc,2,15Mi,2.00,1
2025-04-16 02:10:29,nginx-basic-76dd66bf4f-ksjnc,2,15Mi,2.00,1
2025-04-16 02:10:39,nginx-basic-76dd66bf4f-ksjnc,2,15Mi,2.00,1
2025-04-16 02:10:50,nginx-basic-76dd66bf4f-ksjnc,3,15Mi,3.00,1
2025-04-16 02:11:00,nginx-basic-76dd66bf4f-ksjnc,3,15Mi,3.00,1
2025-04-16 02:11:10,nginx-basic-76dd66bf4f-ksjnc,3,15Mi,3.00,1
2025-04-16 02:11:20,nginx-basic-76dd66bf4f-ksjnc,4,15Mi,4.00,1
2025-04-16 02:11:30,nginx-basic-76dd66bf4f-ksjnc,4,15Mi,4.00,1
2025-04-16 02:11:40,nginx-basic-76dd66bf4f-ksjnc,4,15Mi,4.00,1
2025-04-16 02:11:50,nginx-basic-76dd66bf4f-ksjnc,4,15Mi,4.00,1
2025-04-16 02:12:00,nginx-basic-76dd66bf4f-ksjnc,4,15Mi,4.00,1
2025-04-16 02:12:10,nginx-basic-76dd66bf4f-ksjnc,5,15Mi,5.00,1
2025-04-16 02:12:21,nginx-basic-76dd66bf4f-ksjnc,5,15Mi,5.00,1
2025-04-16 02:12:31,nginx-basic-76dd66bf4f-ksjnc,5,15Mi,5.00,1
2025-04-16 02:12:41,nginx-basic-76dd66bf4f-ksjnc,5,15Mi,5.00,1
2025-04-16 02:12:51,nginx-basic-76dd66bf4f-ksjnc,6,16Mi,6.00,1
2025-04-16 02:13:01,nginx-basic-76dd66bf4f-ksjnc,6,16Mi,6.00,1
2025-04-16 02:13:11,nginx-basic-76dd66bf4f-ksjnc,6,16Mi,6.00,1
2025-04-16 02:13:21,nginx-basic-76dd66bf4f-ksjnc,6,16Mi,6.00,1
2025-04-16 02:13:31,nginx-basic-76dd66bf4f-ksjnc,6,16Mi,6.00,1
2025-04-16 02:13:41,nginx-basic-76dd66bf4f-ksjnc,7,15Mi,7.00,1
2025-04-16 02:13:52,nginx-basic-76dd66bf4f-ksjnc,7,16Mi,7.00,1
2025-04-16 02:14:02,nginx-basic-76dd66bf4f-ksjnc,7,16Mi,7.00,1
2025-04-16 02:14:12,nginx-basic-76dd66bf4f-ksjnc,7,15Mi,7.00,1
2025-04-16 02:14:22,nginx-basic-76dd66bf4f-ksjnc,8,15Mi,8.00,1
2025-04-16 02:14:32,nginx-basic-76dd66bf4f-ksjnc,8,16Mi,8.00,1
2025-04-16 02:14:42,nginx-basic-76dd66bf4f-ksjnc,8,16Mi,8.00,1
2025-04-16 02:14:52,nginx-basic-76dd66bf4f-ksjnc,7,15Mi,7.00,1
2025-04-16 02:15:02,nginx-basic-76dd66bf4f-ksjnc,6,16Mi,6.00,1
2025-04-16 02:15:12,nginx-basic-76dd66bf4f-ksjnc,6,16Mi,6.00,1
2025-04-16 02:15:23,nginx-basic-76dd66bf4f-ksjnc,5,15Mi,5.00,1
2025-04-16 02:15:33,nginx-basic-76dd66bf4f-ksjnc,4,16Mi,4.00,1
2025-04-16 02:15:43,nginx-basic-76dd66bf4f-ksjnc,4,16Mi,4.00,1
2025-04-16 02:15:53,nginx-basic-76dd66bf4f-ksjnc,4,16Mi,4.00,1
2025-04-16 02:16:03,nginx-basic-76dd66bf4f-ksjnc,3,16Mi,3.00,1
2025-04-16 02:16:13,nginx-basic-76dd66bf4f-ksjnc,3,16Mi,3.00,1
2025-04-16 02:16:23,nginx-basic-76dd66bf4f-ksjnc,2,15Mi,2.00,1
2025-04-16 02:16:33,nginx-basic-76dd66bf4f-ksjnc,1,15Mi,1.00,1
2025-04-16 02:16:43,nginx-basic-76dd66bf4f-ksjnc,1,15Mi,1.00,1
2025-04-16 02:16:54,nginx-basic-76dd66bf4f-ksjnc,0,15Mi,0,1
